ID,StorageTime,PhysioLAB Pro1(00:07:80:8C:AE:23)|CH1-BVP,PhysioLAB Pro1(00:07:80:8C:AE:23)|CH2-EDA,PhysioLAB Pro1(00:07:80:8C:AE:23)|CH3-RESP
1,2025/12/05 11:53:09.993,98.31328125,4.39949035644531,-0.69427490234375
2,2025/12/05 11:53:09.994,98.278125,4.42085266113281,-0.54931640625
3,2025/12/05 11:53:09.995,98.246875,4.4647216796875,-0.604248046875
4,2025/12/05 11:53:09.996,98.2,4.51698303222656,-0.5126953125
5,2025/12/05 11:53:09.997,98.21953125,4.55474853515625,-0.885009765625
6,2025/12/05 11:53:09.998,98.121875,4.62074279785156,-0.62255859375
7,2025/12/05 11:53:09.999,98.11015625,4.68025207519531,-0.76904296875
8,2025/12/05 11:53:10.000,98.090625,4.70466613769531,-0.68359375
9,2025/12/05 11:53:10.001,98.07890625,4.72908020019531,-0.604248046875
10,2025/12/05 11:53:10.002,98.075,4.72335815429688,-0.60882568359375
11,2025/12/05 11:53:10.003,98.090625,4.68215942382813,-0.640869140625
12,2025/12/05 11:53:10.004,98.0203125,4.61883544921875,-0.787353515625
13,2025/12/05 11:53:10.005,97.965625,4.55474853515625,-0.69580078125
14,2025/12/05 11:53:10.006,97.95390625,4.50630187988281,-0.689697265625
15,2025/12/05 11:53:10.007,97.90703125,4.43534851074219,-0.59814453125
16,2025/12/05 11:53:10.008,97.903125,4.4158935546875,-0.45166015625
17,2025/12/05 11:53:10.009,97.86015625,4.41017150878906,-0.80718994140625
18,2025/12/05 11:53:10.010,97.840625,4.40483093261719,-0.68206787109375
19,2025/12/05 11:53:10.011,97.8171875,4.39338684082031,-0.57373046875
20,2025/12/05 11:53:10.012,97.778125,4.39453125,-0.60272216796875
21,2025/12/05 11:53:10.013,97.778125,4.39414978027344,-0.762939453125
22,2025/12/05 11:53:10.014,97.684375,4.41780090332031,-0.628662109375
23,2025/12/05 11:53:10.015,97.71171875,4.4647216796875,-0.59814453125
24,2025/12/05 11:53:10.016,97.653125,4.50553894042969,-0.67138671875
25,2025/12/05 11:53:10.017,97.621875,4.5318603515625,-0.76141357421875
26,2025/12/05 11:53:10.018,97.6375,4.62074279785156,-0.64697265625
27,2025/12/05 11:53:10.019,97.61015625,4.67720031738281,-0.48828125
28,2025/12/05 11:53:10.020,97.575,4.7149658203125,-0.823974609375
29,2025/12/05 11:53:10.021,97.58671875,4.72984313964844,-0.6591796875
30,2025/12/05 11:53:10.022,97.54765625,4.71420288085938,-0.518798828125
31,2025/12/05 11:53:10.023,97.54375,4.67987060546875,-0.85601806640625
32,2025/12/05 11:53:10.024,97.5046875,4.61311340332031,-0.74920654296875
